employee_id,employer_id,employer_name,industry,employer_quality,age,education,education_issue,financial_literacy,employer_match_eligible,retirement_contribution_rate,annual_earnings,net_worth,household_debt,complete_iv_case
769,29,Employer 29,tech,-1.532,47,college,,-0.804,0,0.0046,68653.15,241030.6,25154.31,1
770,29,Employer 29,tech,-1.532,45,graduate,,1.077,0,0.064,91679.89,336759.63,28150.37,1
771,12,employer 12,manufacturing,-0.86,,college,,0.186,0,0.07919999999999999,65441.86,159023.5,68050.9,1
772,9,employer 9,healthcare,-0.575,40,college,,-1.006,0,0.0,46928.68,22902.98,57169.36,1
773,67,employer 67,retail,0.414,39,high_school,,-0.178,0,0.027,50866.27,71867.26,25047.44,1
774,12,employer 12,manufacturing,-0.86,47,college,,0.191,1,0.1175,62684.25,148371.48,29117.27,1
775,58,Employer 58,education,0.302,46,graduate,,0.608,0,0.012,106975.77,223352.68,37965.33,1
776,74,EMPLOYER 74,tech,-0.833,39,college,,-0.113,0,0.0157,59651.49,197780.46,38071.45,1
777,18,Employer 18,tech,-0.442,25,high_school,,1.422,0,0.0643,41711.63,125539.39,,1
778,48,Employer 48,healthcare,-0.549,52,college,,-2.128,0,0.0,87479.79,246453.02,22860.7,1
779,40,employer 40,healthcare,-0.709,37,graduate,,-1.318,0,0.0042,81368.08,200800.84,14364.6,1
780,30,Employer 30,manufacturing,-0.274,59,high_school,,1.484,0,0.0904,77139.37,250574.56,2429.83,1
781,38,Employer 38,retail,0.6,43,,unknown,-0.616,1,0.055999999999999994,53176.73,139742.04,44814.62,1
782,26,employer 26,manufacturing,0.782,50,college,,-0.109,1,0.1097,92644.81,287407.96,8194.13,1
783,55,Employer 55,education,-0.67,59,graduate,,-2.046,0,0.0,86209.71,235377.83,30065.26,1
784,27,Employer 27,manufacturing,-0.162,53,some_college,,-0.049,0,0.0674,65125.79,201114.29,51448.36,1
785,79,Employer 79,manufacturing,1.13,32,some_college,,0.451,1,0.1129,42050.19,141330.01,63092.43,1
786,70,Employer 70,education,1.312,60,college,,-0.442,1,0.1217,87170.81,375680.89,70512.34,1
787,75,Employer 75,tech,-0.726,29,some_college,,-0.376,0,0.0746,50809.57,51511.0,6713.04,1
788,73,Employer 73,tech,1.456,45,graduate,,1.234,1,0.0921,88663.93,296583.6,,1
789,71,employer 71,healthcare,-0.829,58,high_school,,-0.869,0,0.0082,67896.23,162831.86,67970.74,1
790,49,Employer 49,manufacturing,-1.858,47,some_college,,1.167,1,0.1034,37423.32,238993.32,22202.93,1
791,74,EMPLOYER 74,tech,-0.833,33,graduate,,-2.202,0,0.0,75608.58,190310.12,41350.48,1
792,68,Employer 68,healthcare,-0.625,40,college,,-1.521,0,0.0,73997.98,165713.72,33531.23,1
793,73,Employer 73,tech,1.456,51,college,,-0.094,1,0.0703,107906.59,355201.83,75807.32,1
794,5,Employer 5,education,0.163,28,college,,-0.675,0,0.0088,35987.06,93116.67,54210.88,1
795,29,Employer 29,tech,-1.532,42,college,,0.048,0,0.0644,66431.74,205452.66,27547.8,1
796,27,Employer 27,manufacturing,-0.162,40,college,,-0.778,0,0.0234,76601.35,141219.47,46518.72,1
797,49,Employer 49,manufacturing,-1.858,60,college,,-2.342,0,0.0242,62692.57,212248.21,26347.35,1
798,17,Employer 17,healthcare,0.01,40,graduate,,-0.298,1,0.1489,100470.61,378219.36,22964.31,1
799,54,Employer 54,healthcare,1.602,37,high_school,,-0.716,1,0.0832,50807.98,130676.98,40843.11,1
800,7,Employer 7,tech,1.877,26,college,,0.565,1,0.0891,72722.95,222663.61,29762.34,1
801,49,Employer 49,manufacturing,-1.858,57,college,,-0.669,0,0.0078,99657.82,296443.38,23348.4,1
802,36,employer 36,education,0.429,39,some_college,,2.594,1,0.1071,38856.03,165230.87,13313.44,1
803,71,employer 71,healthcare,-0.829,37,college,,-0.514,0,0.0629,52657.79,174355.34,51062.75,1
804,39,employer 39,tech,0.394,30,graduate,,1.607,0,0.1043,83392.91,238168.14,,1
805,66,Employer 66,,-0.111,41,high_school,,-0.953,0,0.0062,61508.22,44273.64,24482.1,1
806,23,Employer 23,healthcare,0.843,31,high_school,,0.419,0,0.0038,47086.78,74666.38,49122.89,1
807,72,Employer 72,retail,-1.546,36,college,,2.01,0,0.0008,37078.98,181818.87,64649.34,1
808,55,Employer 55,education,-0.67,50,some_college,,-0.461,0,0.0421,48653.6,42822.34,13560.88,1
809,35,Employer 35,education,1.147,43,some_college,,-1.187,0,0.0145,76995.67,166256.85,44934.8,1
810,37,Employer 37,retail,-0.676,45,college,,0.67,1,0.0809,67562.43,217725.18,8150.04,1
811,25,Employer 25,manufacturing,-0.48,44,college,,-0.376,0,0.0221,56330.52,193808.94,26685.74,1
813,66,Employer 66,,-0.111,34,graduate,,0.305,0,0.0985,67154.42,143277.47,21117.39,1
814,53,Employer 53,education,-1.301,56,college,,-0.285,0,0.0295,72454.47,172506.16,59980.58,1
815,60,Employer 60,healthcare,0.951,51,graduate,,0.306,0,0.068,94772.98,345959.2,76963.16,1
816,34,Employer 34,tech,0.713,44,some_college,,0.269,0,0.0472,53542.17,180502.91,51651.5,1
817,67,employer 67,retail,0.414,26,,blank,-1.376,0,0.0,38875.23,116478.91,48671.72,1
818,31,Employer 31,tech,-0.524,26,,blank,2.761,0,0.0421,43374.22,18393.83,36005.48,1
819,41,Employer 41,retail,1.797,45,college,,-0.717,1,0.0582,77807.6,104336.9,35690.54,1
820,46,Employer 46,healthcare,-0.824,53,high_school,,-1.639,0,0.049100000000000005,73630.79,130399.22,29812.37,1
821,51,employer 51,retail,0.769,25,college,,0.169,1,0.08109999999999999,73627.41,376165.4,51608.45,1
823,59,Employer 59,manufacturing,-0.63,29,some_college,,0.445,1,0.0834,44798.37,140884.76,44850.43,1
824,71,employer 71,healthcare,-0.829,31,,blank,0.13,0,0.0524,38275.16,23833.62,12538.96,1
825,3,Employer 3,retail,-0.427,40,some_college,,1.398,0,0.09300000000000001,43006.07,175717.24,52065.45,1
826,59,Employer 59,manufacturing,-0.63,54,college,,0.958,1,0.0587,112176.83,278676.92,61784.17,1
827,51,employer 51,retail,0.769,47,high_school,,-0.429,0,0.087,50874.04,217900.79,30165.51,1
829,45,EMPLOYER 45,healthcare,-0.048,44,college,,-0.167,0,0.0548,55965.47,128012.3,57080.59,1
830,77,Employer 77,education,2.506,40,college,,1.324,1,0.0849,76627.53,261114.25,40908.06,1
831,61,Employer 61,education,0.898,49,some_college,,0.595,1,0.117,62961.57,224782.97,22187.24,1
832,16,Employer 16,,-0.05,33,graduate,,-2.098,0,0.0,78762.33,141714.74,12148.33,1
833,35,Employer 35,education,1.147,51,college,,2.292,0,0.084,69254.21,343108.35,34165.63,1
834,39,employer 39,tech,0.394,42,high_school,,0.897,1,0.1312,59868.86,265781.98,62166.39,1
835,63,Employer 63,healthcare,1.055,57,graduate,,0.777,1,0.11720000000000001,136915.65,395043.13,36896.61,1
836,43,employer 43,healthcare,-0.302,30,college,,1.629,0,0.0662,32686.24,104276.62,41187.34,1
838,65,Employer 65,healthcare,1.04,28,some_college,,-2.18,0,0.0203,63916.43,33202.12,47386.95,1
839,60,Employer 60,healthcare,0.951,52,high_school,,-0.398,1,0.0702,78681.45,337053.26,60441.29,1
840,32,Employer 32,healthcare,-0.072,45,high_school,,-0.669,0,0.1155,45169.83,232562.85,26508.36,1
841,52,Employer 52,healthcare,0.211,28,college,,1.078,0,0.0832,73658.98,290196.13,38493.55,1
842,31,Employer 31,tech,-0.524,47,college,,-1.017,0,0.053399999999999996,73344.15,281235.73,39302.33,1
843,76,Employer 76,manufacturing,0.681,31,some_college,,0.148,0,0.067,27770.76,47830.93,53739.66,1
844,35,Employer 35,education,1.147,27,graduate,,0.591,1,0.0747,97395.75,364204.26,10349.03,1
845,9,employer 9,healthcare,-0.575,49,high_school,,-0.057,0,0.0,47097.15,73805.76,49949.9,1
846,77,Employer 77,education,2.506,52,college,,-2.329,1,0.083,108275.4,262157.54,65899.75,1
847,67,employer 67,retail,0.414,58,college,,-0.022,1,0.0382,87494.17,263050.47,57033.27,1
848,21,Employer 21,tech,-0.699,51,high_school,,0.025,0,0.0829,57624.09,214317.1,41863.72,1
849,59,Employer 59,manufacturing,-0.63,27,college,,0.991,0,0.0581,50447.38,47342.68,40679.98,1
850,22,Employer 22,education,0.473,33,graduate,,-0.603,1,0.0588,80088.76,199611.57,36228.73,1
851,79,Employer 79,manufacturing,1.13,38,high_school,,2.155,1,0.1374,58315.81,322991.96,64097.14,1
852,63,Employer 63,healthcare,1.055,57,high_school,,-0.68,1,0.1098,80371.25,263075.0,42195.86,1
853,37,Employer 37,retail,-0.676,26,,unknown,0.547,0,0.063,74592.68,252732.03,22275.38,1
854,70,Employer 70,education,1.312,33,graduate,,0.727,1,0.0849,101607.73,362550.46,13467.0,1
855,29,Employer 29,tech,-1.532,56,some_college,,0.939,0,0.0489,56797.99,258258.83,-1489.67,1
856,45,EMPLOYER 45,healthcare,-0.048,48,high_school,,0.672,0,0.0732,42477.51,264035.69,-17303.39,1
857,51,employer 51,retail,0.769,32,college,,-0.914,0,0.0632,83239.63,105609.59,49440.28,1
858,58,Employer 58,education,0.302,30,some_college,,0.96,1,0.0565,56587.24,211312.15,48051.33,1
859,20,Employer 20,retail,2.829,27,graduate,,-1.346,1,0.0107,91544.18,143971.68,12575.27,1
860,15,Employer 15,manufacturing,-0.5,32,some_college,,-0.987,0,0.0429,29035.42,41322.17,55019.95,1
861,40,employer 40,healthcare,-0.709,33,college,,0.223,0,0.0,57443.72,203901.09,49028.62,1
862,31,Employer 31,tech,-0.524,56,high_school,,-0.343,0,0.0917,62741.55,195205.15,10945.45,1
863,14,Employer 14,tech,0.809,47,college,,-0.609,0,0.008100000000000001,83727.77,264625.68,24871.2,1
864,75,Employer 75,tech,-0.726,39,high_school,,1.498,0,0.067,46566.2,191874.43,22162.88,1
865,75,Employer 75,tech,-0.726,31,high_school,,-0.722,1,0.0229,18000.0,-5652.21,26520.81,1
866,8,Employer 8,retail,1.471,42,some_college,,0.547,1,0.1017,78079.46,371016.9,14594.44,1
867,3,Employer 3,retail,-0.427,60,graduate,,-0.843,1,0.032400000000000005,103014.58,296396.2,41971.09,1
868,74,EMPLOYER 74,tech,-0.833,43,high_school,,-0.854,0,0.0331,61326.93,226322.29,23715.78,1
869,57,employer 57,manufacturing,-1.965,47,college,,-0.807,0,0.0682,66935.31,240283.02,64136.7,1
870,54,Employer 54,healthcare,1.602,45,high_school,,-1.422,1,0.042,51659.76,157681.62,37576.31,1
871,53,Employer 53,education,-1.301,46,high_school,,-1.404,0,0.0475,54024.07,128261.26,67243.0,1
872,42,Employer 42,healthcare,0.503,31,high_school,,-0.308,0,0.0226,18000.0,9389.8,20169.04,1
873,53,Employer 53,education,-1.301,29,college,,0.565,0,0.0369,46237.47,178003.41,7098.14,1
874,71,employer 71,healthcare,-0.829,33,some_college,,0.496,0,0.0418,33119.16,1313.98,61758.66,1
875,36,employer 36,education,0.429,42,,blank,0.727,1,0.1358,73144.9,351490.82,26276.38,1
876,60,Employer 60,healthcare,0.951,48,some_college,,-0.26,1,0.0931,75588.63,211876.55,48873.22,1
877,55,Employer 55,education,-0.67,39,college,,0.846,0,0.078,71729.51,219460.69,28176.07,1
878,49,Employer 49,manufacturing,-1.858,30,high_school,,-0.29,0,0.0143,26817.03,102841.74,24040.71,1
879,64,Employer 64,education,0.008,56,some_college,,2.214,1,0.088,70544.42,138747.65,34665.04,1
880,74,EMPLOYER 74,tech,-0.833,25,college,,-1.077,0,0.0787,48563.02,220446.92,19812.83,1
882,18,Employer 18,tech,-0.442,30,college,,-0.722,0,0.0087,51606.14,137376.39,25907.97,1
883,52,Employer 52,healthcare,0.211,39,,unknown,1.154,0,0.0734,56175.09,194535.06,78652.73,1
884,19,Employer 19,manufacturing,-1.545,38,college,,1.859,0,0.0369,50184.55,127975.06,3277.23,1
885,49,Employer 49,manufacturing,-1.858,47,college,,0.007,0,0.0102,74791.06,178221.96,30742.59,1
886,72,Employer 72,retail,-1.546,36,some_college,,0.416,1,0.1134,27333.85,65861.73,-6146.05,1
887,72,Employer 72,retail,-1.546,42,some_college,,0.394,0,0.0487,35593.42,138974.21,17961.89,1
888,23,Employer 23,healthcare,0.843,32,high_school,,-0.505,1,0.0849,28171.07,22315.6,46925.9,1
889,80,Employer 80,,-0.854,57,high_school,,-1.234,0,0.0612,48625.21,249556.62,27731.04,1
890,38,Employer 38,retail,0.6,43,college,,0.139,1,0.1784,66286.16,330583.88,54726.77,1
891,6,employer 6,tech,-0.405,34,some_college,,-0.049,1,0.0056,33327.39,66281.49,29219.42,1
892,43,employer 43,healthcare,-0.302,25,some_college,,-0.008,0,0.0,33557.97,141756.68,69209.22,1
893,7,Employer 7,tech,1.877,48,some_college,,0.805,1,0.1465,86996.72,277122.0,33653.33,1
894,46,Employer 46,healthcare,-0.824,30,high_school,,-0.375,0,0.0949,18786.95,-4329.96,36946.69,1
895,53,Employer 53,education,-1.301,57,high_school,,-0.8,0,0.0307,52453.28,218771.07,16111.64,1
896,65,Employer 65,healthcare,1.04,33,college,,-0.108,1,0.076,71528.29,276803.4,11073.86,1
897,30,Employer 30,manufacturing,-0.274,41,college,,0.768,0,0.0336,44417.34,263387.68,26938.25,1
898,6,employer 6,tech,-0.405,37,college,,0.054,0,0.0468,68256.83,164364.61,47700.87,1
899,23,Employer 23,healthcare,0.843,38,high_school,,-0.352,0,0.0234,52207.58,49456.36,,1
900,41,Employer 41,retail,1.797,59,college,,-1.009,1,0.0741,103502.11,313278.07,21515.08,1
901,6,employer 6,tech,-0.405,56,high_school,,-0.035,0,0.020099999999999996,65695.44,231896.19,27079.7,1
902,28,Employer 28,tech,0.76,48,high_school,,-0.155,1,0.0985,73373.88,243096.37,38313.74,1
903,1,Employer 1,healthcare,0.435,49,high_school,,-0.061,0,0.024,76598.41,216707.82,61231.58,1
904,77,Employer 77,education,2.506,40,high_school,,0.328,1,0.111,64670.53,205107.35,34935.26,1
905,58,Employer 58,education,0.302,28,college,,-1.527,0,0.0,69828.48,167667.41,58497.84,1
906,50,Employer 50,retail,1.727,42,college,,-0.678,1,0.0633,54602.87,224000.71,37172.98,1
907,73,Employer 73,tech,1.456,46,college,,1.572,0,0.1059,75260.95,260770.41,22767.4,1
908,10,Employer 10,education,-0.152,46,college,,-0.025,1,0.0715,66536.78,205917.18,47368.86,1
909,77,Employer 77,education,2.506,42,some_college,,-1.335,1,0.0618,69232.11,133505.15,23654.24,1
910,53,Employer 53,education,-1.301,54,college,,0.612,0,0.071,77823.49,362910.79,34344.12,1
911,43,employer 43,healthcare,-0.302,29,graduate,,-0.287,0,0.0446,83282.62,356655.92,39259.8,1
912,74,EMPLOYER 74,tech,-0.833,52,some_college,,-2.659,0,0.0418,60348.26,103400.54,18758.73,1
913,48,Employer 48,healthcare,-0.549,44,college,,-0.479,0,0.0573,61319.13,148042.21,25786.67,1
914,26,employer 26,manufacturing,0.782,55,some_college,,-0.316,0,0.0833,71029.88,346384.38,-8301.66,1
915,62,Employer 62,education,-0.064,37,high_school,,-0.26,0,0.0572,48377.66,109096.96,46304.43,1
916,54,Employer 54,healthcare,1.602,35,some_college,,0.745,1,0.0511,66810.72,182647.39,30874.99,1
917,64,Employer 64,education,0.008,49,college,,-0.122,1,0.0797,71267.79,301484.43,22969.93,1
918,70,Employer 70,education,1.312,30,some_college,,0.684,1,0.0826,53507.77,161606.23,54024.13,1
919,29,Employer 29,tech,-1.532,57,graduate,,-1.006,1,0.108,99411.24,385003.78,56674.63,1
920,61,Employer 61,education,0.898,58,high_school,,-0.906,1,0.0621,85704.87,167476.56,27255.77,1
921,13,Employer 13,retail,-0.779,41,college,,-1.142,0,0.0,68785.35,154872.26,56917.99,1
922,21,Employer 21,tech,-0.699,57,graduate,,1.086,0,0.0947,69474.15,304765.61,55987.5,1
923,33,Employer 33,retail,1.764,41,college,,1.303,1,0.1395,55656.84,303188.67,33214.45,1
924,80,Employer 80,,-0.854,50,some_college,,0.059,1,0.1173,61199.85,173073.59,25163.94,1
925,66,Employer 66,,-0.111,47,graduate,,-0.199,1,0.1247,89496.15,454632.68,17836.13,1
926,39,employer 39,tech,0.394,42,high_school,,-0.895,0,0.0249,70408.35,141977.62,10153.26,1
927,62,Employer 62,education,-0.064,37,college,,0.835,0,0.0066,58567.37,174720.07,32757.43,1
928,21,Employer 21,tech,-0.699,51,some_college,,-0.923,0,0.0766,71738.87,92071.92,24315.36,1
929,6,employer 6,tech,-0.405,43,some_college,,0.072,0,0.0622,70730.71,175332.4,44031.12,1
930,20,Employer 20,retail,2.829,55,graduate,,1.571,1,0.1444,128019.09,530411.5,56953.01,1
931,57,employer 57,manufacturing,-1.965,46,high_school,,0.264,0,0.001,44338.1,15558.35,31233.31,1
932,51,employer 51,retail,0.769,29,college,,0.911,0,0.0528,69152.16,181858.4,42625.11,1
933,22,Employer 22,education,0.473,51,some_college,,-0.96,1,0.0571,76114.53,160598.85,62335.47,1
934,23,Employer 23,healthcare,0.843,58,college,,-1.056,1,0.0758,103850.16,253140.03,33520.66,1
935,43,employer 43,healthcare,-0.302,50,,blank,0.312,0,0.041,77077.04,279122.05,20772.15,1
936,52,Employer 52,healthcare,0.211,50,graduate,,-0.645,1,0.0865,100924.75,307680.44,25329.79,1
937,3,Employer 3,retail,-0.427,50,college,,-0.56,0,0.0484,79488.23,287060.25,70513.41,1
939,72,Employer 72,retail,-1.546,25,high_school,,0.704,0,0.0748,37325.92,71054.2,,1
940,65,Employer 65,healthcare,1.04,25,college,,0.65,1,0.0619,55269.89,186616.21,37520.45,1
941,65,Employer 65,healthcare,1.04,58,high_school,,0.962,1,0.1327,87845.02,286971.71,25479.62,1
942,44,Employer 44,healthcare,0.546,59,some_college,,-0.621,0,0.0087,63228.88,258579.35,49620.02,1
943,52,Employer 52,healthcare,0.211,33,some_college,,1.13,1,0.0923,53977.68,140835.53,36643.55,1
944,39,employer 39,tech,0.394,55,graduate,,-0.557,0,0.0426,99703.99,244896.81,7659.85,1
945,22,Employer 22,education,0.473,45,some_college,,-0.382,0,0.054299999999999994,58742.93,283501.7,7979.78,1
946,17,Employer 17,healthcare,0.01,28,graduate,,2.317,0,0.0722,88248.16,262961.85,40089.91,1
947,8,Employer 8,retail,1.471,59,high_school,,-1.646,1,0.122,83481.51,272950.0,-10421.11,1
948,60,Employer 60,healthcare,0.951,54,college,,-0.411,1,0.1243,76483.84,320715.41,35560.2,1
949,24,Employer 24,education,0.556,48,high_school,,-1.186,0,0.0,71742.38,49265.87,30502.88,1
950,55,Employer 55,education,-0.67,42,graduate,,1.198,0,0.1089,83449.33,377448.19,63268.78,1
951,9,employer 9,healthcare,-0.575,31,college,,1.178,0,0.0463,38871.53,122194.54,33280.97,1
952,16,Employer 16,,-0.05,25,some_college,,-0.599,1,0.0435,36615.63,84593.71,62553.88,1
953,20,Employer 20,retail,2.829,58,some_college,,-0.065,1,0.1068,89087.57,318278.52,38757.42,1
954,25,Employer 25,manufacturing,-0.48,60,some_college,,-0.049,0,0.0749,82387.69,299571.25,18525.0,1
955,14,Employer 14,tech,0.809,48,college,,0.01,0,0.0716,88676.49,257130.87,11668.29,1
957,44,Employer 44,healthcare,0.546,39,high_school,,-0.026,1,0.0768,56489.41,159842.42,36099.6,1
958,6,employer 6,tech,-0.405,28,college,,0.613,0,0.061900000000000004,53834.36,251835.69,14786.76,1
959,37,Employer 37,retail,-0.676,46,high_school,,0.6,1,0.1307,39243.73,281658.65,15774.25,1
961,73,Employer 73,tech,1.456,41,high_school,,0.621,0,0.0626,57877.62,236782.82,79578.58,1
962,1,Employer 1,healthcare,0.435,35,some_college,,-0.81,0,0.0346,69386.37,96241.27,4996.6,1
963,54,Employer 54,healthcare,1.602,35,some_college,,0.446,1,0.064,59270.53,178232.05,76773.6,1
964,70,Employer 70,education,1.312,49,college,,-0.74,1,0.0704,76153.87,253981.97,26013.27,1
965,30,Employer 30,manufacturing,-0.274,26,some_college,,-0.662,0,0.0271,18224.9,43491.15,12027.57,1
966,19,Employer 19,manufacturing,-1.545,51,,unknown,-0.981,1,0.0861,48725.91,111705.21,58073.42,1
967,18,Employer 18,tech,-0.442,26,high_school,,0.538,0,0.0,25127.84,102048.1,37433.64,1
968,14,Employer 14,tech,0.809,51,graduate,,-2.252,1,0.0943,78391.55,320001.55,36309.47,1
969,72,Employer 72,retail,-1.546,31,graduate,,0.534,0,0.0392,66776.85,338760.45,48899.36,1
970,48,Employer 48,healthcare,-0.549,41,some_college,,-0.51,0,0.0459,56130.95,83551.67,64442.4,1
971,4,Employer 4,tech,0.088,49,high_school,,-0.554,1,0.0975,62094.05,233085.25,26639.85,1
972,50,Employer 50,retail,1.727,33,college,,0.326,1,0.0768,49209.26,202300.35,31825.2,1
973,78,Employer 78,tech,-0.044,60,graduate,,0.841,1,0.0768,97318.27,450836.44,12027.55,1
974,58,Employer 58,education,0.302,38,high_school,,0.549,1,0.0799,46146.29,75850.15,12506.2,1
975,10,Employer 10,education,-0.152,31,graduate,,-0.588,0,0.0407,60682.64,198306.4,28959.21,1
976,79,Employer 79,manufacturing,1.13,40,college,,-0.217,1,0.0755,67552.1,228309.27,28335.81,1
978,28,Employer 28,tech,0.76,26,high_school,,0.204,1,0.1106,41391.53,146405.76,57165.71,1
979,37,Employer 37,retail,-0.676,55,college,,0.129,0,0.0823,61779.63,285475.8,12627.14,1
980,62,Employer 62,education,-0.064,47,high_school,,-0.014,1,0.0139,59309.56,164643.99,31226.11,1
981,38,Employer 38,retail,0.6,58,some_college,,-0.458,0,0.0567,48297.43,201473.48,41683.45,1
982,52,Employer 52,healthcare,0.211,57,high_school,,-0.102,1,0.1084,50876.21,147968.06,33674.13,1
984,70,Employer 70,education,1.312,27,some_college,,0.312,1,0.1166,69845.65,214807.77,47120.52,1
985,41,Employer 41,retail,1.797,48,graduate,,1.67,1,0.0953,114476.66,542853.47,68523.92,1
986,22,Employer 22,education,0.473,53,high_school,,-1.18,1,0.0542,61378.57,309014.37,61329.19,1
987,11,EMPLOYER 11,education,-0.76,54,college,,0.078,1,0.09380000000000001,66435.18,222263.57,6383.45,1
988,40,employer 40,healthcare,-0.709,32,high_school,,-0.834,0,0.0,30639.57,189946.29,40396.8,1
989,27,Employer 27,manufacturing,-0.162,54,college,,0.624,0,0.0308,78640.85,82368.3,69337.08,1
990,28,Employer 28,tech,0.76,30,high_school,,0.644,1,0.0756,51544.21,70663.98,33984.82,1
991,26,employer 26,manufacturing,0.782,43,high_school,,0.315,1,0.0649,63128.52,207276.45,36687.09,1
992,7,Employer 7,tech,1.877,57,high_school,,0.469,0,0.0075,84081.21,331915.73,5262.67,1
993,35,Employer 35,education,1.147,51,college,,-0.573,0,0.0295,86966.5,360266.82,57887.01,1
994,57,employer 57,manufacturing,-1.965,43,college,,-1.839,0,0.0352,60176.32,175029.8,63940.87,1
995,77,Employer 77,education,2.506,39,graduate,,-2.271,1,0.0454,109075.94,298285.64,58862.05,1
996,61,Employer 61,education,0.898,27,college,,0.364,0,0.0215,57149.59,258990.51,42634.4,1
997,29,Employer 29,tech,-1.532,60,some_college,,-0.819,0,0.0283,50732.27,166045.53,30179.31,1
